id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,status,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,grantamt,borrower,impagency,url,projectdoc ,majorsector_percent ,sector1,sector2,sector3,sector4,sector5,sector,mjsector1,mjsector2,mjsector3,mjsector4,mjsector5,mjsector,theme1,theme2,theme3,theme4,theme5,theme ,goal,financier,mjtheme1name,mjtheme2name,mjtheme3name,mjtheme4name,mjtheme5name,location
P009144,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Industrial Modernization Project (02),1968-08-15T00:00:00Z,August,1973-10-31T00:00:00Z,16;000;000,16;000;000,0,16;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009144,,,(Historic)Financial sector development!$!100!$!FS,,,,,(Historic)Financial sector development;(Historic)Financial sector development,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P008888,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Keban Power Project,1968-10-29T00:00:00Z,October,1974-08-31T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008888,,,(Historic)Distribution and transmission!$!100!$!PD,,,,,(Historic)Distribution and transmission;(Historic)Distribution and transmission,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037378,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrialization Fund Project (03),1969-01-21T00:00:00Z,January,1973-09-30T00:00:00Z,22;000;000,22;000;000,0,22;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037378,,,(Historic)Financial sector development!$!100!$!FS,,,,,(Historic)Financial sector development;(Historic)Financial sector development,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P008885,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Seyhan Irrigation Project (02),1969-02-25T00:00:00Z,February,1977-12-31T00:00:00Z,24;000;000,12;000;000,12;000;000,24;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008885,,,Irrigation and drainage!$!100!$!AI,,,,,Irrigation and drainage;Irrigation and drainage,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P008886,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Industrial Development Bank Project (05),1969-03-04T00:00:00Z,March,1974-04-30T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008886,,,(Historic)Financial sector development!$!100!$!FS,,,,,(Historic)Financial sector development;(Historic)Financial sector development,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037394,EUROPE AND CENTRAL ASIA,Ireland;Ireland,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Power Project,1969-03-18T00:00:00Z,March,1974-03-31T00:00:00Z,14;500;000,14;500;000,0,14;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037394,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P009145,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Highway Project (03),1969-05-27T00:00:00Z,May,1974-08-31T00:00:00Z,30;000;000,30;000;000,0,30;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009145,,,(Historic)Highways!$!100!$!TH,,,,,(Historic)Highways;(Historic)Highways,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008339,EUROPE AND CENTRAL ASIA,Republic of Cyprus;Republic of Cyprus,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Cyprus Port - Limassol Project,1969-06-24T00:00:00Z,June,1976-12-31T00:00:00Z,11;500;000,11;500;000,0,11;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008339,,,Ports; waterways and shipping!$!100!$!TP,,,,,Ports; waterways and shipping;Ports; waterways and shipping,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008887,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Cukurova Power Project (03),1969-06-24T00:00:00Z,June,1973-12-31T00:00:00Z,11;500;000,11;500;000,0,11;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008887,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037487,EUROPE AND CENTRAL ASIA,Kingdom of Spain;Kingdom of Spain,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Livestock Project (01),1969-07-15T00:00:00Z,July,1976-02-27T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037487,,,(Historic)Livestock!$!100!$!AL,,,,,(Historic)Livestock;(Historic)Livestock,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P008340,EUROPE AND CENTRAL ASIA,Republic of Cyprus;Republic of Cyprus,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Power Project (03),1969-12-23T00:00:00Z,December,1973-12-31T00:00:00Z,5;000;000,5;000;000,0,5;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008340,,,(Historic)Thermal!$!100!$!PT,,,,,(Historic)Thermal;(Historic)Thermal,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
